Argument ID	Premise
A28096	a multi-party system allows more ideas, more candidates, more voters to turn out.
A28103	Cosmetic surgery increases women's self-esteem and makes them more confident.
A28103	Cosmetic surgery increases the self-esteem of women and makes them more confident.
A28103	Cosmetic surgery increases women's self-esteem and makes them more self-confident.
A28107	Nuclear weapon maintenance is much cheaper than keeping up traditional weapons and infrastructure of war, so we should keep our nuclear weapons in order to maintain the current deterrence against war at the lowest price possible.
A28107	Nuclear weapon maintenance is much cheaper than keeping up traditional weapons and infrastructure of war, so we should keep our nuclear weapons in order to maintain the current deterrence against war at the lowest price possible.
A28107	Nuclear weapon maintenance is much cheaper than maintaining traditional weapons and infrastructure of war, so we should keep our nuclear weapons in order to maintain the current deterrence against war at the lowest price possible.
A28118	Better education is good for the nation.
A28118	Better education is good for the nation.
A28118	Better education is good for the nation.
A28119	Pride parades do the exact opposite of what they are meant to do : instead of making themselves part of the community, they make themselves stand apart.
A28119	Pride parades do the exact opposite of what they're meant to do: instead of being part of the community, they make themselves stand apart.
A28119	Pride parades do the exact opposite of what they are meant to do - instead of making themselves part of the community, they stand apart.
A28125	Organ trade will allow for more transplants, which will benefit society as a whole.
A28125	Organ trade will allow for more transplants, benefiting society as a whole.
A28125	Organ trade will allow for more transplants, which will benefit society as a whole.
A28129	It sends a valuable message that your vote and your opinion is important to a democratic decision. A democracy cannot be representative of the people if vast parts of some demographics don't vote.
A28129	It sends a worthwhile message that your vote and your opinion is important to a democratic decision. a democracy cannot be representative of the people if vast portions of some demographics don't vote.
A28129	It sends a worthwhile message, that your vote and your opinion is important to a democratic decision, a democracy cannot be representative of the people if vast portions of some demographics don't vote.
A28133	School uniforms are bad for children's self-image because they make it even easier to compare themselves to other students.
A28133	School uniforms are bad for the self-image of children by making it even easier to compare themselves to other students.
A28133	School uniforms are bad for the self-image of children by making it even easier to compare themselves to other students.
A28142	The abrogation of intellectual property rights removes the financial incentive to innovation.
A28142	The removal of intellectual property rights removes the financial incentive to innovation.
A28142	Eliminating intellectual property rights removes the financial incentive to innovation.
A28149	Legalizing cannabis would allow the authorities to control the quality and strength of the product making it safer to use and could also collect tax from the sale.
A28149	Legalizing cannabis would allow the authorities to control the quality and strength of the product, making it safer to use and could also collect tax from the sale.
A28149	Legalizing cannabis would allow the authorities to control the quality and strength of the product making it safer to use and could also collect tax from the sale.
A28169	Prayer should be a parental decision and not one made by government and teachers.
A28169	Prayer should be a parental decision and not one made by government and teachers.
A28169	Prayer should be a parental decision and not one made by government and teachers.
A28173	It is not democratic to force the vote; people should have the right to decide whether they want to vote.
A28173	It is not democratic to force voting, people should have the right to decide if they want to vote.
A28173	It is not democratic to force voting, people should have the right to decide if they want to vote.
A28181	Government is needed. It provides the institutions that can serve the public better. This can be done through good tax policy and good programs.
A28181	Government is needed because it provides institutions that can better serve the public. This can be done through good tax policy and good programs.
A28181	Government is needed, it provides institutions that can serve the public better, which can be done through a good tax policy and good programs.
A28185	School uniforms limit the ability for students to express themselves.
A28185	School uniforms limit the ability of students to express themselves.
A28185	School uniforms limit the ability of the students to express themselves.
A28190	Safe spaces aren't necessary and help people hide from issues rather than face them.
A28190	Safe spaces aren't necessary and help people hide from issues rather than face them.
A28190	Safe spaces aren't necessary and help people hide from problems rather than face them.
A28197	Using compulsory voting would make the opinions of everyone taken into account.
A28197	The compulsory voting would make the opinions of everyone's opinions taken into account.
A28197	The compulsory voting would take the opinions of everyone's opinions into account.
A28198	A multi-party is essential to allow democracy and prevent autocratic regimes coming to power.
A28198	a multi-party system is essential to allow democracy and prevent autocratic regimes from coming to power.
A28198	a multi-party is essential to allow democracy and prevent autocratic regimes from coming to power.
A28211	Telemarketing is an unwarranted and intrusive breach of the privacy of a person, selling useless goods and services not requested by the consumer.
A28211	Telemarketing is an unwarranted and intrusive breach of a person's privacy, selling useless goods and services that are not requested by the consumer.
A28211	Telemarketing is an unwarranted and intrusive breach of the privacy of a person, selling useless goods and services not requested by the consumer.
A28214	Capital punishment should be abolished because man is not the one who should make the decision to take a life, but that should be left to the all-mighty god.
A28214	The capital punishment should be abolished because man is not the one that should take the decision to take a life, but should leave it to the all-mighty god.
A28214	Capital punishment should be abolished because the man is not the one who should decide to take a life, but leave that to the all-mighty god.
A28222	Fast food is a treat that can be enjoyed when eaten sensibly and brings joy and social interaction.
A28222	Fast food is a treat that can be enjoyed when eaten sensibly and brings joy and social interaction.
A28222	Fast food is a treat that can be enjoyed when eaten sensibly and brings joy and social interaction.
A28226	School uniforms prevent students from wearing disturbing clothing, like neo-nazi propaganda pieces, thus allowing students to concentrate on their studies.
A28226	School uniforms prevent students from wearing disturbing clothing like neo-nazi propaganda pieces, thus allowing students to concentrate on their studies.
A28226	School uniforms prevent students from wearing disturbing clothing like Neo-Nazi propaganda pieces, thus allowing students to concentrate on their studies.
A28227	To participate in our democracy would require everyone to participate and ensure that a candidate is selected by more than 10 or 20 percent of the population who goes out to vote.
A28227	Required voting would require everyone to participate in our democracy and ensure that a candidate is selected by more than just the 10 or 20 percent of the population that gets to vote.
A28227	The compulsory voting would require everyone to participate in our democracy and ensure that a candidate is selected by more than 10 or 20 percent of the population who votes.
A28231	There is an increase in antisocial behaviour and lack of respect among schoolchildren these days, so a zero-tolerance policy will quickly teach them to respect the rule and people in general.
A28231	There is an increase in antisocial behaviour and lack of respect among schoolchildren these days, so a zero tolerance policy will quickly teach them to respect the rule and people in general.
A28231	There is an increase in antisocial behavior and lack of respect among schoolchildren these days, so a zero-tolerance policy will quickly teach them to respect the rule and people in general.
A28241	We should not bother to ban cosmetic surgeries for minors, since this ban will not work- it's just the government's current easy fix, creating a hysteric unreasonable rule instead of imposing proper regulation.
A28241	We should not bother banning cosmetic surgery for minors since this ban will not work- it is just the government's current easy fix, creating a hysteric unreasonable rule instead of imposing proper regulation.
A28241	We should not bother to ban cosmetic surgeries for minors, since this ban will not work- it is just the government's current easy fix, creating a hysteric unreasonable rule instead of imposing proper regulation.
A28259	Cosmetic surgery gives you the assurance you were physically lacking.
A28259	Cosmetic surgery gives you the confidence that you physically had.
A28259	Cosmetic surgery gives you the assurance you were physically lacking.
A28263	We need a better representation of all people, the two-party system is broken and represents only a select few.
A28263	We need better representation of all people, the two party system is broken and only represents a select few.
A28263	We need a better representation of all people. The two party system is broken and represents only a select few.
A28270	Safe spaces are an illusion - no place is safe.
A28270	Safe spaces are an illusion, no place is safe.
A28270	Safe spaces are an illusion - no place is safe.
A28288	The capital punishment remains a good deterrent for serious crimes.
A28288	Capital punishment remains a good deterrent for serious crime.
A28288	Capital punishment remains a good deterrent for serious crimes.
A28291	The Church of Scientology should be banned because they support a fake science narrative and use bullying and terror to keep people quiet.
A28291	The church of scientology should be banned because they advocate a fake science narrative and use bullying and terror to keep people quiet.
A28291	The Church of Science should be banned because they advocate a fake science narative and use bullying and terror to keep people quiet.
A28298	School uniforms can relieve peer pressure due to clothing choices.
A28298	School uniforms can relieve peer pressure due to clothing choices.
A28298	School uniforms can reduce peer pressure due to clothing choices.
A28301	In schools, kids are not always mature enough to understand the consequences of their actions. A zero tolerance policy would just be punishing the students that need the most guidance.
A28301	The kids in schools are not always mature enough to understand the consequences of their actions ; a zero tolerance policy would simply punish the students who need the most guidance.
A28301	Kids in schools are not always mature enough to understand the consequences of their actions, a zero-tolerance policy would just punish students who need the most guidance.
A28303	Autonomous cars can help people to do longer distance travel that will allow them to arrive refreshed and less anxious.
A28303	Autonomous cars can help people to do more long distance travel that will allow them to arrive refreshed and less anxious.
A28303	Autonomous cars can help people to do more long distance traveling that will allow them to arrive refreshed and less anxious.
A28305	Algorithmic trading makes it easier for poor people to get more money, all they need to do is come up with an algorithm that makes them more money.
A28305	Algorithmic trading makes it easier for poor people to get more money, all they need to do is come up with an algorithm that makes them more money.
A28305	Algorithmic trading makes it easier for poor people to get more money, all they need to do is come up with an algorithm that makes them more money.
A28310	Autonomous cars are too risky on the road, hackers can find a way to take control and cause accidents.
A28310	Autonomous cars are too risky on the road, hackers can find a way to take control and cause accidents.
A28310	On the road, autonomous cars are too risky, hackers can find a way to take control and cause accidents.
A28317	Some telemarketing is beneficial as it may sell useful products or services.
A28317	Some telemarketing is beneficial as it can sell useful products or services.
A28317	Some telemarketing is beneficial as it may be selling useful products or services.
A28319	The uniforms limit the freedom of expression of the youngest and could be counterproductive in their stage of development.
A28319	The uniforms limit the freedom of expression of the youngest and could be counterproductive in their stage of development.
A28319	The uniforms limit the freedom of expression of the youngest and could be counterproductive in their stage of development.
A28320	We should not abolish the olympic games because it would rob all the hard working athletes of showcasing their skills and earning money from the games and their sponsors.
A28320	We should not abolish the olympic games because it would rob all hard working athletes of showcasing their skills and earning money from the games and their sponsors.
A28320	We should not abolish the Olympic Games because it would rob all the hard working athletes of their skills and earning money from the games and their sponsors.
A28326	Legalizing prostitution won't eliminate it, it will just make it more prevalent and will push more people to sell their body.
A28326	Legalizing prostitution will not eliminate it, it will make it more prevalent and will push more people to sell their body.
A28326	Legalizing prostitution will not eliminate it, it will just make it more prevalent and push more people to sell their body.
A28327	Wikipedia is a vital ressource that should be subventioned to keep it going.
A28327	Wikipedia is a vital ressource that should be subventioned to keep it going.
A28327	Wikipedia is a vital mechanism that should be subsidised to keep it going.
A28331	the vast majority do not want to legalize prostitution and do not agree with the message that sends and the behavior that encourages it ; as a democratic society, we should keep it therefore illegal.
A28331	The vast majority do not want to legalize prostitution and do not agree with the message that it sends and the behavior that encourages ; as a democracy, we should therefore keep it illegal.
A28331	The vast majority do not want to legalize prostitution and do not agree with the message that sends and the behavior that encourages ; as a democracy, we should therefore keep it illegal.
A28332	A well-executed targeted killing is an important tool to prevent war and attacks and there is no reason to ban them.
A28332	A well-executed targeted killing is an important tool to prevent war and attacks, and there is no reason to ban them.
A28332	A well-executed targeted killing is an important tool to prevent war and attacks and there is no reason to ban them.
A28334	We should introduce compulsory voting because people have a right to vote.
A28334	We should introduce compulsory voting because people have a right to vote.
A28334	We should introduce compulsory voting because people have a right to vote.
A28338	Their body - Minors should be able to do what they want, especially if their self image is affected.
A28338	Its body - m es should be able to do what they want, especially if it impacts their self image.
A28338	His body minors should be able to do what they want, especially if it impacts their self image.
A28345	People should be able to wear whatever they want - a school uniform stunts students' creativity.
A28345	People should be able to wear whatever they want. A school uniform stunts the creativity of students.
A28345	People should be able to wear whatever they want, a school uniform stunts the creativity of students.
A28354	Journalists put their lives on the line when they report news from war zones or shootings or natural disasters.
A28354	When they report news from war zones, shootings or natural disasters, they put their lives on the line.
A28354	Journalists put their lives on the line when they report news from war zones, or shootings or natural disasters.
A28356	They are the way of the future and they reduce the number of road accidents.
A28356	They are the way of the future and they reduce the amount of road accidents.
A28356	They are the future way and reduce the number of road accidents.
A28368	Incentive to perform at the highest levels and attractiveness of position are important factors in maintaining a competitive and successful company in a fast moving and aggressive market.
A28368	Incentive to perform at the highest levels and attractiveness of position are important factors in maintaining a competitive and successful company in a fast-moving and aggressive market.
A28368	Incentive to perform at the highest levels and attractiveness of position are important factors in maintaining a competitive and successful company in a fast moving and aggressive marketplace.
A28370	Banishing fast food won't change anyone's diet because unhealthy choices will still be there.
A28370	Banning fast food won't change anyone's diet because unhealthy choices will still be there.
A28370	The ban on fast food will not change anyone's diet, because unhealthy choices will still be there.
A28371	Cannabis can be used for a number of medical problems, so that making it legal will help with that.
A28371	Cannabis can be used for a number of medical reasons so that making it legal will help.
A28371	Cannabis can be used for a number of medical issues so that legalizing it will help.
A28382	Economic sanctions are the only way to force other countries to abandon certain damaging actions by affecting a larger crowd that is simply the government people.
A28382	Economic sanctions are the only way to force other countries to give up certain damaging actions by affecting a larger crowd that is simply the government people.
A28382	Economic sanctions are the only way to force other countries to give up certain harmful actions by affecting a larger crowd that is simply the government people.
A28383	We should end mandatory retirement as it is ageist and obsolete and people should have the opportunity to work for as long as they feel able to.
A28383	We should end compulsory retirement as it is ageist and outdated, and people should be given the opportunity to work as long as they feel able.
A28383	We should end mandatory retirement because it is ageist and outdated, and people should be given the opportunity to work for as long as they feel able.
A28400	We should abolish the right to keep and bear arms because i think we have the proper government and people to take care of and protect us.
A28400	We should abolish the right to keep and bear arms because i think we have the proper government and people to take care of and protect us.
A28400	We should abolish the right to keep and bear arms because i think we have the proper government and people to take care of and protect us.
A28410	It only makes sense with todays progression, then we wont insult people.
A28410	With todays progress it only makes sense, then we wont insult people.
A28410	With todays progression it makes sense only, then we wont insult people.
A28411	Older people should be forced to retire at a certain age because the world is steadily changing and their knowledge becomes outdated.
A28411	Older people should be forced to retire at a certain age, because the world is constantly changing and their knowledge becomes obsolete.
A28411	Older people should be forced to retire at a certain age because the world is constantly changing and their knowledge becomes outdated.
A28415	Minors should be allowed to have procedures with parental permission.
A28415	Minors should be allowed to have procedures with parental permission.
A28415	Minors should be allowed to have procedures with parental permission.
A28418	Discriminates based on age, not ability, and should be ended.
A28418	Retirement should be based on age rather than ability and should be ended.
A28418	The mandatory retirement discriminates based on age, not ability, and should be ended.
A28419	The country has freedom of religion and the Church of Scientology is a form of religion.
A28419	The country has freedom of religion and the church of scientology is a form of religion.
A28419	The country has freedom of religion and the Church of Scientology is a form of religion.
A28420	It allows control of the industry including the payment of taxes and checks for stis.
A28420	It allows the control of the industry including the payment of taxes and checks for stis.
A28420	It allows control of the industry, including the payment of taxes and checks for stis.
A28425	Uniforms let students be on equal grounds and have them judge each other by character instead of wealth.
A28425	Uniforms let students be on equal grounds and have them judge each other by character instead of wealth.
A28425	Uniforms let students be on equal grounds and have them judge each other by character instead of wealth.
A28431	Pride parades often have displays of almost naked people and sexual imagery.
A28431	Pride parades often have displays of almost naked people and sexual imagery.
A28431	Pride parades often have displays of almost naked people and sexual imagery.
A28433	An austerity regime would make for a more powerful and united country.
A28433	An austerity regime would make for a more powerful and united country.
A28433	An austerity regime would make for a more powerful and united country.
A28436	The embryonic stem cell research is playing god and is offensive to some religions.
A28436	The embryonic stem cell research is playing god and is offensive to some religions.
A28436	The embryonic stem cell research is playing god and is offensive to some religions.
A28442	Dangerous items should not be allowed in schools because it threatens students and the faculty and a strict punishment would help prevent these items from being brought.
A28442	The dangerous items should not be allowed in schools because it is endangering the students and the faculty and a strict punishment would help prevent these items from being brought.
A28442	Dangerous items should not be allowed in schools because it risks the students and the faculty and a strict punishment would help prevent these items from being brought.
A28454	Zero tolerance policies send a strong signal to students, parents and the community that violence and bullying will not be tolerated.
A28454	Zero tolerance policies send a strong message to students, parents and the community that violence and bullying will not be tolerated.
A28454	Zero tolerance policies send a strong signal to students, parents and the community that violence and bullying will not be tolerated.
A28455	The zero tolerance policy is too harsh not to let a way for even a minor fault, students are terrorized and are no more comfortable for studying.
A28455	Zero tolerance policy is too harsh not to let a way for even a minor fault, students are terrorized and are no more comfortable for studying.
A28455	Zero tolerance policy is too harsh to allow a way for even a minor fault. Students are terrorized and are no more comfortable for studying.
A28458	The first step is to create a society where the lgbt community is not abused.
A28458	The inclusive language is the first step to creating a society where the LGB community is not abused.
A28458	The inclusive language is the first step to creating a society where the LGB community is not abused.
A28462	Most people believe that sex selection is immoral and unethical and leads to serious societal issues.
A28462	Most people believe that sexual selection is immoral and unethical and leads to serious societal problems.
A28462	Most people believe that sex selection is immoral and unethical and leads to serious societal issues.
A28469	School prayer puts the students in the correct mindset and helps them to be more respectful and cooperative throughout the day.
A28469	School prayer puts the students in the right mindset and helps them to be more respectful and cooperative throughout the day.
A28469	School prayer puts the students in the right mindset and helps them to be more respectful and cooperative throughout the day.
A28472	Prayer can bring peace and tranquility to an otherwise hectic school day for students.
A28472	Prayer can bring students a moment of peace and tranquility to an otherwise busy school day.
A28472	Prayer can bring peace and tranquility to an otherwise hectic school day for students.
A28476	Executive compensation should be at the discretion of the company that employs them.
A28476	Executive compensation should be at the discretion of the company who employs them.
A28476	Executive compensation should be at the discretion of the company who employs them.
A28481	We should not legalize sex selection because the sex we were assigned is all that matters.
A28481	We should not legalize sex selection because the sex we were assigned at birth is all that matters.
A28481	We should not legalize the sex selection because it matters only the sex we were assigned at birth.
A28483	As there are many genders out there today, not using gender-neutral language excludes far more people than in the past.
A28483	As there are many genders out there today, not using gender-neutral language excludes far more people than in the past.
A28483	As there are today many genders out there, not using gender-neutral language excludes far more people than in the past.
A28485	School prayer promotes conflict in the classroom and should therefore be prohibited.
A28485	School prayer promotes conflict in the classroom and should therefore be prohibited.
A28485	School prayer promotes conflict in the classroom and should therefore be prohibited.
A28491	Human cloning is against many religions and can have disastrous results if we make a simple mistake. That clone would then have to live with that mistake forever.
A28491	Human cloning is against many religions and can have disastrous results if we make a simple mistake. That clone would then have to live forever with that mistake.
A28491	Human cloning is against many religions and can have disasterous results if we make a simple mistake. That clone would then have to live forever with that mistake.
A28492	It is not scientifically necessary to use embryonic stem cells in research and some people believe that their use is immoral and unethical.
A28492	It is not scientifically necessary to use embryonic stem cells in research and some people believe their use is immoral and unethical.
A28492	It is not scientifically necessary to use embryonic stem cells in research and some people believe their use is immoral and unethical.
A28493	Executives have a hard job and should be compensated for the high stress job they do.
A28493	Executives have a hard job and should be compensated for the high stress they do.
A28493	Executives have a hard job and should be compensated for the high stress job they do.
A28496	Mandatory retirement is age-based discrimination. It is discriminatory to assume that anyone who reaches the age of 65 or 70 is incompetent.
A28496	It is age-based discrimination to assume that everyone who reaches the age of 65 or 70 is incompetent.
A28496	Mandatory retirement is age-based discrimination: it is discriminatory to assume that everyone who reaches the age of 65 or 70 is incompetent.
A28497	Kids should not be allowed cosmetic surgery - they aren't mature enough yet - this could be a mistake they regret for the rest of their life - there are many risks involved with these procedures.
A28497	Children should not be allowed to have cosmetic surgery because they aren't mature enough yet. this could be a mistake they regret all their life. There are many risks involved with these procedures.
A28497	Children should not be allowed to have cosmetic surgery, they are not mature enough yet, this could be a mistake they regret for the rest of their lives. there are many risks involved with these procedures.
A28500	Wikipedia provides a great benefit to most if not all citizens and therefore it is only to subsidize it.
A28500	wikipedia provides a great benefit to most if not all citizens and therefore it is just to subsidise it.
A28500	wikipedia provides a great benefit to most if not all citizens and it is therefore simply to subsidize it.
A29002	Gender-neutral pronouns will not catch on - it is confusing to try and add a new pronoun to the lexicon when there are already existing solutions in place.
A29002	Gender-neutral pronouns won't catch on, it is confusing to try and add a new pronoun to the lexicon when there are already existing solutions in place.
A29002	It is confusing to try and add a new pronoun to the lexicon when there are already existing solutions in place.
A29011	We need to take control of criminals and hold them responsible for their actions.
A29011	We need to take control of the criminals and hold them responsible for their actions.
A29011	We need to take control of criminals and hold them responsible for their actions.
A29014	The mandatory retirement should be in place for careers that require good physical health, younger ages and good flexibility such as law enforcement or any first responder career.
A29014	For careers that require good physical health, younger ages and good flexibility such as law enforcement or any first responder career, compulsory retirement should be in place.
A29014	Mandatory retirement should be in place for careers that require good physical health, younger ages and good flexibility such as law enforcement or any first responder career.
A29015	We cannot infringe on the right to free association, even when we do not agree with the organization.
A29015	We cannot infringe the right to free association even when we do not agree with the organization.
A29015	We can not infringe the right to free association, even when we do not agree with the organization.
A29018	We should not adopt gender-neutral language because using specific gender language should not have any specific meaning to a phrase.
A29018	We should not adopt gender-neutral language because using specific gender language should not have any specific meaning to a phrase.
A29018	We should not adopt gender-neutral language because using specific gender language should not have any specific meaning to a phrase.
A29022	In order that gender-neutral people feel comfortable and not excluded from society, gender-neutral language should be adopted.
A29022	In order that gender-neutral people feel comfortable and not excluded from society, gender-neutral language should be adopted.
A29022	Gender-neutral language should be adopted in order that gender-neutral people feel comfortable and not excluded from society.
A29023	The right to bodily autonomy permits mothers to have abortions for sexual purposes.
A29023	The right to bodily autonomy allows mothers to have abortions for sex selective purposes.
A29023	The right to bodily autonomy permits mothers to have abortions for sex selective purposes.
A29030	Cosmetic surgery is near permanent ; minors cannot contextualize these changes due to their short life experience, and so are not mature enough to make sure that life-changing decisions about their physical appearance are made.
A29030	Cosmetic surgery is near permanent, minors can’t contextualize these changes due to their short life experience and so are not mature enough to make sure life-changing decisions about their physical appearance.
A29030	Cosmetic surgery is near permanent, minors cannot contextualize these changes due to their short life experience and are therefore not mature enough to make sure life-changing decisions about their physical appearance.
A29051	School uniforms stunt the creativity of young people.
A29051	School uniforms stunt the creativity of young people.
A29051	School uniforms stunt young peoples creativity.
A29054	Child actors can easily be exploited and abused.
A29054	Child actors can easily be exploited and abused.
A29054	Child actors can easily be exploited and abused.
A29062	Language always evolves and this is only the next step for it.
A29062	Language always evolves, and this is just the next step for it.
A29062	Language always evolves, and this is just the next step for it.
A29064	Cosmetic surgery creates an unhealthy body image in media for children to try and conform to.
A29064	Cosmetic surgery creates an unhealthy body image in media for children to try and conform to.
A29064	Cosmetic surgery creates an unhealthy body image in media for children to try and conform to.
A29065	It is unjust and discriminates against minorities.
A29065	It is unjust and discriminates against minorities.
A29065	It is unjust and discriminates against minorities.
A29070	Legalized prostitution is safer for both prostitutes and their customers.
A29070	Legalized prostitution is safer for both prostitutes and their customers.
A29070	Legalized prostitution is safer for both prostitutes and their customers.
A29072	We should not fight for the abolition of nuclear weapons because a country needs extreme power to show other countries to not mess with them.
A29072	We should not fight for the abolition of nuclear weapons because a country needs extreme power to show other countries not to mess with them.
A29072	We should not fight for the abolition of nuclear weapons because a country needs extreme power to show other countries to not mess with them.
A29073	Telemarketing is a waste of time for all parties involved and rarely results in a sale for the company that is doing the telemarketing and provides a disturbance in the lives of those who are called.
A29073	Telemarketing is a waste of time for all parties involved and rarely results in a sale for the company doing the telemarketing and provides a disturbance in the lives of those who are called.
A29073	Telemarketing is a waste of time for all parties involved and rarely results in a sale for the company doing the telemarketing and provides a disturbance in the lives of those who are called.
A29082	Missionary work tries to inflict others' beliefs on people in more vulnerable circumstances.
A29082	Missionary work tries to inflict others' beliefs on people in more vulnerable circumstances.
A29082	Missionary work tries to inflict others' beliefs on people in more vulnerable circumstances.
A29092	Mandatory retirement encourages renewal and revitalization of the workforce and should be maintained accordingly.
A29092	Mandatory retirement encourages renewal and revitalization of the workforce and should be maintained.
A29092	In the workforce, mandatory retirement encourages renewal and revitalization and should be maintained accordingly.
A29093	Ending mandatory retirement is the right thing to help older people.
A29093	It is the right thing to end mandatory retirement to help older people.
A29093	The end of mandatory retirement is the right thing to help older people.
A29105	Telemarketers is a good source of information about new products we could not be aware of.
A29105	Telemarketers is a good source of information about new products we could not be aware of.
A29105	Telemarketers is a good source of information about new products we could not be aware of.
A29120	Why should we cater to the absolute minority and flip our whole language for trivial matters?
A29120	Why should we cater to the absolute minority and flip our entire language for trivial matters?
A29120	Why should we cater to the absolute minority and change our whole language for trivial matters?
A29126	We should not ban cosmetic surgery for minors as they may suffer from bullying because of this problem that could be solved with surgery.
A29126	We should not ban cosmetic surgery for minors as they may suffer from bullying because of this problem that could be solved with surgery.
A29126	We should not ban cosmetic surgery for minors as they may suffer from bullies because of this problem that could be solved with surgery.
A29142	We should not subsidize embryonic stem cell research, we should not play God.
A29142	We should not subsidize embryonic stem cell research and we should not play god.
A29142	We should not subsidize embryonic stem cell research, we should not play god.
A29144	The only way to punish, to defend our society from threats countries is economic sanctions and that should be followed all the time.
A29144	The only way to punish, to defend our society from threats is economic sanctions and that should be honed all the time.
A29144	The only way to punish, to defend our society against threats is economic sanctions, and that should be used all the time.
A29147	Economic sanctions are the only way that a country can be warned that we mean business. By harming their economy we can influence those in power to stop their damaging ways.
A29147	Economic sanctions are the only way that a country can be warned that we mean business. By harming their economy we can influence those in power to stop their damaging ways.
A29147	Economic sanctions are the only way a country can be warned that we mean business. By harming their economy we can influence those in power to stop their damaging ways.
A29152	Intellectual property rights should be protected, as intellectual property is the same as physical property.
A29152	Intellectual property rights should be protected, as intellectual property is the same as physical property.
A29152	Intellectual property rights should be protected as intellectual property is the same as physical property.
A29160	scientology should not be recognized as a form of religion.
A29160	As a form of religion, scientology should not be recognized.
A29160	scientology should not be recognized as a form of religion.
A29161	Intellectual Property rights should be abolished as it limits competitions and innovation.
A29161	Intellectual property rights should be abolished as it limits competitions and innovation.
A29161	Intellectual property rights should be abolished as it limits competitions and innovation.
A29195	We should ban human cloning, the ethical issues that this practice would raise are impossible to manage.
A29195	We should ban human cloning, the ethical issues that this practice would raise are impossible to manage.
A29195	We should ban human cloning, the ethical issues that this practice would raise are impossible to manage.
A29198	Obligatory voting can help to encourage better results during elections.
A29198	Mandatory voting can help to encourage better results during elections.
A29198	The compulsory voting can help promote better results during elections.
A29210	Sanctions are good and they can put pressure on a country to make changes.
A29210	Sanctions are good and can put pressure on a country to make changes.
A29210	Sanctions are good and they can put pressure on a country to make changes.
A29224	The cancellation of pride parades would make people less aware of the Lgbt movement.
A29224	The cancellation of pride parades would make people less aware of the Lgbt movement.
A29224	Abolition of Pride Parades would make people less aware of the lgbt movement.
A29229	Cosmetic surgery is banned and obligatory because it harms our health and is not supportive from the main western doctors. Cosmetic surgery is about money and nothing else.
A29229	Cosmetic surgery and obligatory because it harms our health and is not supportive of the main western doctors. Cosmetic surgery is all about money and nothing else.
A29229	Cosmetic surgery is banned and obligatory because it harms our health and is not supportive from the main western doctors. Cosmetic surgery is about money and nothing else.
A29235	College is not affordable anymore. an education can cost more than a home. paying money to some student loan bills allows graduates to prosper, buying homes and cars and supporting the economy.
A29235	College is not affordable anymore. an education can cost more than a home. Paying money for some student loans allows graduates to prosper, buying homes and cars and supporting the economy.
A29235	College is no longer affordable. an education can cost more than a home. Paying for some student loan bills allows graduates to prosper, buying homes and cars and supporting the economy.
A29241	We should ban telemarketing since most would agree that it is an unwelcome solicitation. If i am in the market for an item or service, i will contact the company, which should not contact me.
A29241	We should ban telemarketing because most would agree that it is unwanted solicitation. if i am in the market for an item or service, i will contact the company, and they should not contact me.
A29241	 Telemarketing should be banned since most would agree it is unintentional solicitation  if i am in the market for an item or service, i will contact the company  and they should not contact me .
A29248	PROFITS FROM A COMPANY SHOULD NOT BE DISPUTED ONLY BETWEEN ALL WORKERS.
A29248	PROFITS FROM A COMPANY SHOULD BE DIVIDED BETWEEN ALL WORKERS, NOT RESULTS JUST MANAGEMENT.
A29248	PROFITS FROM A COMPANY SHOULD NOT BE DIRECTED RIGHT BETWEEN ALL WORKERS.
A29249	Capital punishment is evil in every aspect of the kid's life and should be banned by law and government around the world.
A29249	Capital punishment is evil in every aspect of the kid's life and should be banned by law and government across the world.
A29249	Capital punishment is evil in all aspects of kid's life and should be banned by law and government in the world.
A29250	Prostitution is an inhuman, immoral and dangerous act.
A29250	Prostitution is an inhuman, immoral and dangerous act.
A29250	Prostitution is an inhuman, immoral and dangerous act.
A29255	Gender neutral language is a way to be more sensitive and politically correct in a modern society with a plurality of genders.
A29255	The gender neutral language is a way to be more sensitive and politically correct in a modern society with a plurality of genders.
A29255	Gender neutral language is a way to be more sensitive and politically correct in a modern society with a plurality of genders.
A29257	Some people who overindulge with plastic surgery may have a mental illness and are on a path to self destructive behavior, where they are never happy with their new changes.
A29257	Some people who overindulge with plastic surgery may have a mental illness and are on a path to self destructive behavior, where they are never happy with their new changes.
A29257	Some people who overindulge with plastic surgery may have a mental illness and are on a path to self destructive behavior where they are never happy with their new changes.
A29262	Kids should be kids and not put to work, especially when some roles can cause emotional trauma and lasting effects when children's understanding of real and fake is often blurred.
A29262	Kids should be children and not put to work, especially when some roles can cause emotional trauma and lasting effects when children's understanding of real and fake is often blurred.
A29262	Kids should be kids and not put to work, especially when some roles can cause emotional trauma and lasting effects when children's understanding of real and fake is often blurred.
A29268	Economic sanctions should remain as it gives us leverage against countries who do not obey the rules like Iran and North Korea.
A29268	Economic sanctions should remain as it gives us a leverage against countries that do not obey the rules, such as iran and north korea.
A29268	Economic sanctions should remain as it gives us leverage against countries who don't obey the rules, such as iran and north korea.
A29269	They are a distraction from everyday life.
A29269	They are a distraction from the everyday life.
A29269	They are a distraction from everyday life.
